peptide_name	ampgram_prob
ctg4_39_from_TLL01_bin.23_opera_contig_37.region001	0.6873968253968257
ctg4_40_from_TLL01_bin.23_opera_contig_37.region001	0.8597944444444443
ctg4_41_from_TLL01_bin.23_opera_contig_37.region001	0.2898388888888888
ctg3_143_from_TLL01_bin.29_c00003_opera_c...region001	0.7428698412698412
ctg3_144_from_TLL01_bin.29_c00003_opera_c...region001	0.18356825396825402
ctg3_148_from_TLL01_bin.29_c00003_opera_c...region001	0.2567571428571429
ctg3_149_from_TLL01_bin.29_c00003_opera_c...region001	0.09467222222222221
ctg3_150_from_TLL01_bin.29_c00003_opera_c...region001	0.28876031746031744
ctg51_65_from_TLL02_bin.56_c00051_opera_c...region002	0.2930769841269842
ctg51_67_from_TLL02_bin.56_c00051_opera_c...region002	0.23612380952380954
ctg51_68_from_TLL02_bin.56_c00051_opera_c...region002	0.11352460317460321
ctg51_69_from_TLL02_bin.56_c00051_opera_c...region002	0.4455119047619045
ctg5_579_from_TLL02_bin.63_c00005_opera_c...region002	0.24633202764976964
ctg5_584_from_TLL02_bin.63_c00005_opera_c...region002	0.16759603174603185
ctg5_586_from_TLL02_bin.63_c00005_opera_c...region002	0.14421904761904766
ctg5_587_from_TLL02_bin.63_c00005_opera_c...region002	0.9440674603174602
ctg5_588_from_TLL02_bin.63_c00005_opera_c...region002	0.7816365079365081
ctg5_590_from_TLL02_bin.63_c00005_opera_c...region002	0.2676920634920635
ctg6_240_from_TLL02_bin.63_c00006_opera_c...region001	0.24224047619047628
ctg6_244_from_TLL02_bin.63_c00006_opera_c...region001	0.2573309523809523
ctg6_248_from_TLL02_bin.63_c00006_opera_c...region001	0.5216865079365076
ctg6_249_from_TLL02_bin.63_c00006_opera_c...region001	0.9440674603174602
ctg6_250_from_TLL02_bin.63_c00006_opera_c...region001	0.763536507936508
ctg8_221_from_TLL02_bin.63_c00008_opera_c...region002	0.2819182539682541
ctg8_224_from_TLL02_bin.63_c00008_opera_c...region002	0.7459349206349212
ctg8_226_from_TLL02_bin.63_c00008_opera_c...region002	0.29347301587301583
ctg8_228_from_TLL02_bin.63_c00008_opera_c...region002	0.135036507936508
ctg8_231_from_TLL02_bin.63_c00008_opera_c...region002	0.9440674603174602
ctg8_232_from_TLL02_bin.63_c00008_opera_c...region002	0.7540642857142854
ctg8_235_from_TLL02_bin.63_c00008_opera_c...region002	0.11219603174603177
ctg2_1122_from_TLL02_bin.71_c00002_opera_c...region002	0.5685944444444442
ctg2_1123_from_TLL02_bin.71_c00002_opera_c...region002	0.1137103174603175
ctg2_1124_from_TLL02_bin.71_c00002_opera_c...region002	0.11484126984126991
ctg2_1125_from_TLL02_bin.71_c00002_opera_c...region002	0.8232119047619044
ctg2_1126_from_TLL02_bin.71_c00002_opera_c...region002	0.3449603174603177
ctg2_1128_from_TLL02_bin.71_c00002_opera_c...region002	0.14904624060150387
ctg2_1129_from_TLL02_bin.71_c00002_opera_c...region002	0.43903015873015866
ctg2_1130_from_TLL02_bin.71_c00002_opera_c...region002	0.07068174603174601
ctg4_5_from_TLL02_bin.80_opera_contig_271.region001	0.21220555555555537
ctg4_6_from_TLL02_bin.80_opera_contig_271.region001	0.573901587301587
ctg4_7_from_TLL02_bin.80_opera_contig_271.region001	0.6709976190476189
ctg4_8_from_TLL02_bin.80_opera_contig_271.region001	0.41530317460317456
ctg4_10_from_TLL02_bin.80_opera_contig_271.region001	0.6487595238095242
ctg4_12_from_TLL02_bin.80_opera_contig_271.region001	0.4114928571428573
ctg4_13_from_TLL02_bin.80_opera_contig_271.region001	0.4271368814192346
ctg4_14_from_TLL02_bin.80_opera_contig_271.region001	0.026597619047619047
ctg4_15_from_TLL02_bin.80_opera_contig_271.region001	0.47174523809523816
ctg4_16_from_TLL02_bin.80_opera_contig_271.region001	0.5229674603174601
ctg4_18_from_TLL02_bin.80_opera_contig_271.region001	0.4312253968253967
ctg4_20_from_TLL02_bin.80_opera_contig_271.region001	0.6837555555555557
ctg4_21_from_TLL02_bin.80_opera_contig_271.region001	0.49515396825396807
ctg4_22_from_TLL02_bin.80_opera_contig_271.region001	0.5130261904761906
ctg4_23_from_TLL02_bin.80_opera_contig_271.region001	0.5424047619047622
ctg4_24_from_TLL02_bin.80_opera_contig_271.region001	0.06836339869281048
ctg4_25_from_TLL02_bin.80_opera_contig_271.region001	0.24184761904761914
ctg4_26_from_TLL02_bin.80_opera_contig_271.region001	0.10642605241364918
ctg4_27_from_TLL02_bin.80_opera_contig_271.region001	0.0775857142857143
ctg4_28_from_TLL02_bin.80_opera_contig_271.region001	0.1638761904761906
ctg4_30_from_TLL02_bin.80_opera_contig_271.region001	0.716205555555556
ctg4_34_from_TLL02_bin.80_opera_contig_271.region001	0.7367650793650792
ctg4_35_from_TLL02_bin.80_opera_contig_271.region001	0.361442857142857
ctg4_36_from_TLL02_bin.80_opera_contig_271.region001	0.4425817460317461
ctg4_37_from_TLL02_bin.80_opera_contig_271.region001	0.8590563492063495
ctg4_38_from_TLL02_bin.80_opera_contig_271.region001	0.5334373015873011
ctg4_39_from_TLL02_bin.80_opera_contig_271.region001	0.398918253968254
ctg4_42_from_TLL02_bin.80_opera_contig_271.region001	0.1142695680457976
ctg4_43_from_TLL02_bin.80_opera_contig_271.region001	0.07734444444444444
ctg4_44_from_TLL02_bin.80_opera_contig_271.region001	0.2349833333333334
ctg4_45_from_TLL02_bin.80_opera_contig_271.region001	0.3309396825396826
ctg4_46_from_TLL02_bin.80_opera_contig_271.region001	0.1228557644110276
ctg4_47_from_TLL02_bin.80_opera_contig_271.region001	0.05292539682539682
ctg38_4_from_TLL03_bin.61_c00038_opera_c...region001	0.36731825396825396
ctg38_13_from_TLL03_bin.61_c00038_opera_c...region001	0.6928103174603173
ctg38_14_from_TLL03_bin.61_c00038_opera_c...region001	0.7586317460317461
ctg38_15_from_TLL03_bin.61_c00038_opera_c...region001	0.24993968253968257
ctg38_16_from_TLL03_bin.61_c00038_opera_c...region001	0.15108650793650802
ctg38_17_from_TLL03_bin.61_c00038_opera_c...region001	0.28024365079365093
ctg1_93_from_TLL03_bin.77_opera_contig_28.region001	0.6406785714285713
ctg1_98_from_TLL03_bin.77_opera_contig_28.region001	0.6040007936507934
ctg1_99_from_TLL03_bin.77_opera_contig_28.region001	0.22836031746031757
ctg1_102_from_TLL03_bin.77_opera_contig_28.region001	0.10029160386974509
ctg1_105_from_TLL03_bin.77_opera_contig_28.region001	0.049206452879440934
ctg1_111_from_TLL03_bin.77_opera_contig_28.region001	0.2966849206349207
ctg1_113_from_TLL03_bin.77_opera_contig_28.region001	0.7505928571428568
ctg1_114_from_TLL03_bin.77_opera_contig_28.region001	0.39954206349206345
ctg14_33_from_TLL03_bin.81_c00014_opera_c...region001	0.09429285714285718
ctg14_34_from_TLL03_bin.81_c00014_opera_c...region001	0.06885568356374808
